index,0,1,2,3,4,5,6,7,8,9,10,11
Unnamed 0,Sales,Expenses,Operating Profit,OPM,Other Income,Interest,Depreciation,Profit before tax,Tax,Net Profit,EPS in Rs,Dividend Payout
Mar 2014,4548.0,4118.0,430.0,9.0,87.0,197.0,196.0,125.0,24.0,110.0,17.53,11.0
Mar 2015,5333.0,4905.0,427.0,8.0,95.0,200.0,162.0,160.0,27.0,120.0,18.37,16.0
Mar 2016,5177.0,4790.0,387.0,7.0,93.0,190.0,159.0,132.0,35.0,86.0,13.81,22.0
Mar 2017,5353.0,5048.0,305.0,6.0,82.0,178.0,157.0,52.0,42.0,30.0,4.16,30.0
Mar 2018,5906.0,5481.0,426.0,7.0,137.0,184.0,170.0,208.0,32.0,142.0,21.93,14.0
Mar 2019,6582.0,6013.0,569.0,9.0,120.0,233.0,196.0,260.0,33.0,175.0,27.36,11.0
Mar 2020,6482.0,5966.0,516.0,8.0,285.0,303.0,340.0,159.0,-27.0,202.0,30.31,0.0
Mar 2021,3446.0,3507.0,-60.0,-2.0,186.0,276.0,314.0,-465.0,-35.0,-304.0,-44.6,0.0
Mar 2022,6179.0,5474.0,705.0,11.0,6.0,228.0,240.0,243.0,-9.0,265.0,39.09,8.0
Mar 2023,8215.0,7015.0,1199.0,15.0,31.0,257.0,235.0,737.0,27.0,537.0,79.42,4.0
Mar 2024,9020.0,7710.0,1309.0,15.0,1216.0,376.0,284.0,1866.0,12.0,1643.0,245.91,4.0
Mar 2025,1947.0,1816.0,131.0,7.0,7742.0,65.0,146.0,7662.0,0.0,7636.0,1145.85,0.0
