index,0,1,2,3,4,5,6,7,8,9,10,11
Unnamed 0,Sales,Expenses,Operating Profit,OPM,Other Income,Interest,Depreciation,Profit before tax,Tax,Net Profit,EPS in Rs,Dividend Payout
Mar 2013,5293.0,4605.0,687.0,13.0,81.0,315.0,204.0,248.0,0.0,248.0,9.63,17.0
Mar 2014,6862.0,5927.0,935.0,14.0,52.0,354.0,225.0,407.0,13.0,353.0,13.71,17.0
Mar 2015,7851.0,6816.0,1036.0,13.0,39.0,417.0,212.0,445.0,24.0,338.0,13.21,19.0
Mar 2016,8011.0,7037.0,974.0,12.0,89.0,383.0,239.0,441.0,28.0,316.0,12.17,20.0
Mar 2017,9221.0,8261.0,960.0,10.0,66.0,312.0,294.0,420.0,24.0,321.0,12.18,20.0
Mar 2018,6794.0,6103.0,691.0,10.0,109.0,192.0,222.0,385.0,18.0,316.0,11.97,20.0
Mar 2019,7142.0,6419.0,723.0,10.0,39.0,236.0,235.0,290.0,21.0,228.0,8.75,23.0
Mar 2020,7369.0,6661.0,708.0,10.0,5.0,255.0,290.0,168.0,45.0,92.0,3.7,0.0
Mar 2021,5073.0,4595.0,478.0,9.0,15.0,239.0,285.0,-31.0,-11.0,-27.0,-0.64,0.0
Mar 2022,8010.0,7180.0,830.0,10.0,13.0,197.0,254.0,393.0,38.0,242.0,9.14,0.0
Mar 2023,8382.0,7554.0,828.0,10.0,100.0,192.0,253.0,484.0,15.0,413.0,15.47,37.0
Mar 2024,7738.0,6858.0,879.0,11.0,42.0,193.0,266.0,463.0,24.0,353.0,12.87,37.0
TTM,8183.0,7333.0,850.0,10.0,44.0,164.0,257.0,473.0,,317.0,11.52,
