index,0,1,2,3,4,5,6,7,8,9,10,11
Unnamed 0,Sales,Expenses,Operating Profit,OPM,Other Income,Interest,Depreciation,Profit before tax,Tax,Net Profit,EPS in Rs,Dividend Payout
Mar 2014,4283.0,3611.0,672.0,16.0,38.0,16.0,81.0,612.0,27.0,450.0,8.77,31.0
Mar 2015,4844.0,4073.0,771.0,16.0,40.0,16.0,118.0,678.0,25.0,514.0,10.0,29.0
Mar 2016,5361.0,4188.0,1173.0,22.0,81.0,13.0,100.0,1141.0,29.0,807.0,15.66,26.0
Mar 2017,5617.0,4355.0,1262.0,22.0,115.0,14.0,115.0,1248.0,31.0,863.0,16.77,28.0
Mar 2018,6078.0,4737.0,1341.0,22.0,153.0,16.0,120.0,1359.0,29.0,966.0,18.95,32.0
Mar 2019,7078.0,5707.0,1371.0,19.0,130.0,26.0,133.0,1342.0,31.0,928.0,18.21,36.0
Mar 2020,7294.0,5718.0,1576.0,22.0,97.0,34.0,170.0,1470.0,24.0,1122.0,21.97,32.0
Mar 2021,7293.0,5606.0,1686.0,23.0,74.0,37.0,201.0,1522.0,26.0,1126.0,22.26,38.0
Mar 2022,9921.0,8065.0,1856.0,19.0,39.0,42.0,240.0,1614.0,25.0,1207.0,23.76,42.0
Mar 2023,11799.0,9813.0,1986.0,17.0,55.0,48.0,270.0,1723.0,25.0,1289.0,25.05,44.0
Mar 2024,12383.0,9675.0,2708.0,22.0,63.0,51.0,341.0,2379.0,27.0,1747.0,34.0,47.0
Mar 2025,13140.0,10131.0,3009.0,23.0,222.0,50.0,358.0,2823.0,26.0,2096.0,40.82,49.0
