index,0,1,2,3,4,5,6,7,8,9,10,11
Unnamed 0,Sales,Expenses,Operating Profit,OPM,Other Income,Interest,Depreciation,Profit before tax,Tax,Net Profit,EPS in Rs,Dividend Payout
Mar 2013,1595.0,1252.0,343.0,22.0,54.0,7.0,22.0,369.0,15.0,315.0,6.93,38.0
Mar 2014,1700.0,1255.0,445.0,26.0,53.0,5.0,35.0,457.0,12.0,402.0,8.87,39.0
Mar 2015,2076.0,1536.0,541.0,26.0,91.0,5.0,34.0,592.0,18.0,485.0,10.7,33.0
Mar 2016,2358.0,1670.0,688.0,29.0,44.0,54.0,255.0,423.0,14.0,363.0,8.0,44.0
Mar 2017,2488.0,1729.0,759.0,31.0,31.0,58.0,309.0,424.0,20.0,340.0,7.5,47.0
Mar 2018,2531.0,1812.0,719.0,28.0,19.0,34.0,311.0,393.0,22.0,306.0,6.77,52.0
Mar 2019,2695.0,1970.0,725.0,27.0,25.0,21.0,325.0,403.0,25.0,303.0,6.68,60.0
Mar 2020,2655.0,1970.0,685.0,26.0,46.0,21.0,336.0,374.0,19.0,302.0,6.67,60.0
Mar 2021,2881.0,2000.0,880.0,31.0,69.0,13.0,367.0,569.0,20.0,455.0,10.23,78.0
Mar 2022,3192.0,2254.0,938.0,29.0,90.0,5.0,335.0,688.0,-22.0,837.0,19.02,42.0
Mar 2023,3406.0,2550.0,855.0,25.0,69.0,7.0,247.0,670.0,6.0,627.0,14.5,55.0
Mar 2024,3578.0,2632.0,946.0,26.0,41.0,10.0,186.0,791.0,8.0,724.0,16.58,48.0
TTM,3737.0,2734.0,1004.0,27.0,58.0,9.0,183.0,869.0,,787.0,18.17,
