index,0,1,2,3,4,5,6,7,8,9,10,11
Unnamed 0,Sales,Expenses,Operating Profit,OPM,Other Income,Interest,Depreciation,Profit before tax,Tax,Net Profit,EPS in Rs,Dividend Payout
Mar 2013,31618.0,20398.0,11221.0,35.0,852.0,108.0,859.0,11106.0,31.0,7704.0,6.42,55.0
Mar 2014,35306.0,22227.0,13080.0,37.0,966.0,29.0,965.0,13052.0,31.0,9001.0,7.45,54.0
Mar 2015,38817.0,24566.0,14252.0,37.0,1229.0,91.0,1028.0,14362.0,32.0,9779.0,8.04,52.0
Mar 2016,39192.0,24661.0,14531.0,37.0,1483.0,78.0,1077.0,14859.0,36.0,9501.0,7.74,73.0
Mar 2017,42768.0,27298.0,15470.0,36.0,1759.0,49.0,1153.0,16026.0,35.0,10477.0,8.47,56.0
Mar 2018,43449.0,26928.0,16521.0,38.0,2240.0,115.0,1236.0,17409.0,34.0,11493.0,9.24,56.0
Mar 2019,48340.0,29802.0,18537.0,38.0,2080.0,71.0,1397.0,19150.0,33.0,12836.0,10.27,56.0
Mar 2020,49388.0,30044.0,19344.0,39.0,2417.0,81.0,1645.0,20035.0,22.0,15593.0,12.45,82.0
Mar 2021,49257.0,32193.0,17065.0,35.0,2577.0,58.0,1646.0,17938.0,25.0,13383.0,10.69,101.0
Mar 2022,60645.0,40021.0,20623.0,34.0,1910.0,60.0,1732.0,20740.0,25.0,15503.0,12.37,93.0
Mar 2023,70919.0,45215.0,25704.0,36.0,2098.0,78.0,1809.0,25915.0,25.0,19477.0,15.44,100.0
Mar 2024,70866.0,44634.0,26233.0,37.0,2804.0,80.0,1816.0,27140.0,24.0,20751.0,16.39,84.0
TTM,75161.0,48872.0,26289.0,35.0,2875.0,48.0,1792.0,27323.0,,20435.0,16.11,
