Source.Name,Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
07e00dbf-851d-45eb-8964-527c54159d3f_Data.csv,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,India,IND,-0.05848236316721988,-0.3022073352760896,-0.2641060658539591,-0.19030643310135253,-0.39543568458499856,-0.06114005517577644,-0.06426625774308589,-0.06956039085405716,-0.07035374281641024,-0.070976873949001,-0.07521688100910008,-0.07635730578058848,-0.07429887205696674,-0.07329634281873622,-0.07435506881120876,-0.07333539677187384,-0.07154184147898886,-0.07450243910016452,-0.07192865023634039,-0.07008683880337055,-0.1834811730037253,-0.06937704319212701,-0.06673979931887966,-0.063088273167219
120cbfd3-fccc-4d06-bb90-9092129e5c2c_Data.csv,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,India,IND,-0.05848236191759634,0.03706092598655669,0.03998418132191028,0.015051632965115793,0.019000904166975807,-0.061140054354916894,-0.0642662568362592,-0.06956039010255206,-0.07035374240321496,-0.07097687349508057,-0.07521688074086098,-0.07635730553727002,-0.07429887186958026,-0.0732963425766192,-0.07435506857778858,-0.07333539645311359,-0.07154184114483132,-0.07450243888304861,-0.07192865009031622,-0.07008683857165961,-0.09845140984423761,-0.06937704297997231,-0.06673979919456939,-0.06308827298479475
2e701ea9-7fc8-41e6-8a74-cd6d3082ca8c_Data.csv,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,India,IND,0.19189759425426223,1.7962856636141185,1.7899048404424949,1.7875381187021802,1.7920618451773083,0.13302322896215274,0.16349139947780972,0.18931810049337713,0.18412181487050502,0.19555785133984108,0.18792190305123882,0.2021010470144625,0.22052247987690468,0.24130898910394633,0.2548549428421271,0.2571486288868598,0.23390303323513173,0.2239932290774852,0.20094677353848248,0.2151742218720184,1.5804741182661566,0.20492892356477607,0.1690839758483557,0.17305791471110454
3e603509-5fcd-41c9-84c5-46b1d419a0d8_Data.csv,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,India,IND,-0.058482363757474086,-0.8721168468416894,-0.9820751073227372,-0.6651320201685881,-0.6632174436619847,-0.06114005534969138,-0.06426625778975739,-0.06956039105060703,-0.07035374289772317,-0.07097687394589228,-0.07521688100835806,-0.07635730579677603,-0.07429887206980652,-0.07329634283874871,-0.07435506891514025,-0.07333539681349593,-0.07154184160612555,-0.07450243912959029,-0.071928650264453,-0.07008683884794517,-2.756523706286548,-0.06937704318613072,-0.06673979932655423,-0.0630882731838227
51f4355d-cd72-4008-a315-f0c26cf37b17_Data.csv,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,India,IND,-0.05848236383312054,-1.3292229845871928,-1.3246252594448644,-1.4186006650182765,-1.4324873768641793,-0.061140055483607236,-0.06426625793202875,-0.06956039119203059,-0.07035374291417808,-0.07097687401517873,-0.0752168810559849,-0.07635730582010393,-0.07429887208970298,-0.07329634287250031,-0.07435506897094527,-0.0733353968808681,-0.07154184170415315,-0.0745024391684824,-0.07192865029073806,-0.07008683886978519,-0.3985081235583883,-0.06937704324346734,-0.06673979935019768,-0.06308827322819754
5551a9ea-5711-478a-ade1-e62e5e777f8a_Data.csv,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,India,IND,-0.0584823166423137,0.7921937243575714,0.7794718675540412,0.7686184191310566,0.7880583015115346,-0.06114002062885385,-0.06426622047656386,-0.06956035058897242,-0.07035372072918965,-0.07097684973119828,-0.07521686319040238,-0.0763572887928036,-0.07429885722775388,-0.07329632325084774,-0.07435504345386898,-0.07333536871472379,-0.07154180369419012,-0.07450241632007534,-0.07192863170329436,-0.07008681208614745,0.28458222556584134,-0.06937701689357383,-0.0667397804135375,-0.06308824407146243
55bee0ce-c5df-4b6f-9b24-71f3c7f552d2_Data.csv,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS,India,IND,-0.05848236348838676,-0.6668055995440969,-0.6616293669995487,-0.6603772436012317,-0.7119305936714794,-0.06114005534510911,-0.06426625763472593,-0.06956039090456899,-0.07035374274760518,-0.07097687384517923,-0.07521688093300576,-0.07635730566987319,-0.07429887195024318,-0.07329634268260556,-0.07435506875147904,-0.0733353966687022,-0.07154184141010318,-0.07450243901785879,-0.07192865017336586,-0.07008683871213497,-0.1721597592012742,-0.0693770431325659,-0.06673979927033444,-0.06308827311402465
5ae120dd-f4bd-4878-8c90-1de4ef92d5b7_Data.csv,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,India,IND,-0.05848236368173781,-0.8390189681218903,-0.7941788450679356,-0.7995923144713653,-0.6829274781010595,-0.06114005536135324,-0.06426625774787664,-0.0695603910312216,-0.07035374282087253,-0.07097687393828368,-0.07521688098486193,-0.07635730576684309,-0.07429887205128083,-0.07329634283085898,-0.07435506893976626,-0.07333539685750584,-0.07154184165685608,-0.07450243914039363,-0.07192865027123767,-0.07008683885095046,-0.2636030726639876,-0.06937704318878961,-0.06673979932435527,-0.06308827321957963
80122f51-d3c4-4f58-91af-9cc2b761a9a8_Data.csv,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,India,IND,-0.05848236378484072,-1.037690974487196,-1.0358503435443502,-1.2437448823061887,-1.2414571251627031,-0.06114005544962451,-0.06426625790604629,-0.06956039116729497,-0.0703537428978967,-0.07097687399741744,-0.07521688104031657,-0.07635730580412743,-0.07429887208325034,-0.0732963428596454,-0.07435506894965016,-0.07333539685634949,-0.07154184167487554,-0.07450243915174141,-0.07192865028168932,-0.07008683885539467,-0.3379682776574318,-0.06937704322818972,-0.06673979934233551,-0.06308827321531153
80a4f04e-aad0-439c-b7ca-3a358c73f8e0_Data.csv,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,India,IND,-0.058482363227386376,-0.3456127928047029,-0.3429679338108322,-0.3733151152985108,-0.38258129622316095,-0.061140055171126896,-0.06426625761363416,-0.06956039086062121,-0.07035374274573829,-0.07097687384053752,-0.07521688094709739,-0.07635730573380588,-0.07429887201418159,-0.07329634276629246,-0.07435506884179534,-0.07333539673695484,-0.07154184150267319,-0.07450243906582228,-0.07192865021750698,-0.07008683876284044,-0.18632488624969043,-0.0693770431558408,-0.06673979930125497,-0.06308827314993366
