index,0,1,2,3,4,5,6,7,8,9,10,11
Unnamed 0,Sales,Expenses,Operating Profit,OPM,Other Income,Interest,Depreciation,Profit before tax,Tax,Net Profit,EPS in Rs,Dividend Payout
Dec 2013,2115.0,1824.0,291.0,14.0,19.0,171.0,184.0,-46.0,-11.0,-40.0,-0.18,0.0
Dec 2014,2502.0,2116.0,387.0,15.0,14.0,187.0,210.0,4.0,658.0,-20.0,-0.09,0.0
Dec 2015,3394.0,2752.0,642.0,19.0,36.0,170.0,317.0,191.0,41.0,113.0,0.5,0.0
Dec 2016,3861.0,3052.0,810.0,21.0,27.0,435.0,322.0,79.0,39.0,48.0,0.14,0.0
Dec 2017,4004.0,3165.0,838.0,21.0,14.0,215.0,347.0,291.0,26.0,214.0,0.68,22.0
Dec 2018,5105.0,4069.0,1036.0,20.0,6.0,223.0,385.0,434.0,31.0,300.0,0.95,16.0
Dec 2019,7130.0,5667.0,1462.0,21.0,47.0,324.0,489.0,696.0,32.0,472.0,1.44,15.0
Dec 2020,6450.0,5235.0,1215.0,19.0,-30.0,294.0,529.0,363.0,1.0,357.0,1.01,22.0
Dec 2021,8823.0,7129.0,1694.0,19.0,51.0,207.0,531.0,1007.0,26.0,746.0,2.14,16.0
Dec 2022,13173.0,10310.0,2863.0,22.0,-18.0,204.0,617.0,2024.0,23.0,1550.0,4.61,15.0
Dec 2023,16043.0,12326.0,3717.0,23.0,-5.0,292.0,681.0,2739.0,23.0,2102.0,6.33,16.0
Dec 2024,20008.0,15193.0,4815.0,24.0,48.0,483.0,947.0,3433.0,23.0,2634.0,7.67,13.0
TTM,21257.0,16273.0,4984.0,23.0,141.0,398.0,1032.0,3695.0,,2818.0,8.47,
