index,0,1,2,3,4,5,6,7,8,9,10,11
Unnamed 0,Sales,Expenses,Operating Profit,OPM,Other Income,Interest,Depreciation,Profit before tax,Tax,Net Profit,EPS in Rs,Dividend Payout
Mar 2014,1179.0,897.0,283.0,24.0,75.0,4.0,6.0,347.0,32.0,236.0,8.0,25.0
Mar 2015,1843.0,1586.0,257.0,14.0,83.0,5.0,10.0,326.0,28.0,236.0,9.58,21.0
Mar 2016,2123.0,1986.0,137.0,6.0,146.0,41.0,14.0,228.0,30.0,160.0,7.33,0.0
Mar 2017,1583.0,1330.0,253.0,16.0,150.0,104.0,14.0,284.0,27.0,207.0,9.56,0.0
Mar 2018,1604.0,1819.0,-216.0,-13.0,499.0,150.0,16.0,117.0,26.0,87.0,4.01,0.0
Mar 2019,2817.0,2639.0,178.0,6.0,419.0,234.0,14.0,348.0,27.0,253.0,11.04,0.0
Mar 2020,2441.0,2181.0,260.0,11.0,473.0,220.0,21.0,493.0,44.0,274.0,10.73,0.0
Mar 2021,765.0,1214.0,-449.0,-59.0,568.0,185.0,20.0,-86.0,121.0,-189.0,-6.81,0.0
Mar 2022,1825.0,1880.0,-56.0,-3.0,761.0,167.0,21.0,516.0,32.0,351.0,12.68,0.0
Mar 2023,2252.0,2045.0,207.0,9.0,787.0,174.0,24.0,795.0,22.0,621.0,20.55,0.0
Mar 2024,3036.0,3165.0,-130.0,-4.0,1326.0,152.0,45.0,1000.0,25.0,747.0,26.08,0.0
Mar 2025,4923.0,4997.0,-74.0,-2.0,2044.0,174.0,74.0,1723.0,19.0,1389.0,46.48,0.0
