index,0,1,2,3,4,5,6,7,8,9,10,11
Unnamed 0,Sales,Expenses,Operating Profit,OPM,Other Income,Interest,Depreciation,Profit before tax,Tax,Net Profit,EPS in Rs,Dividend Payout
Mar 2013,10704.0,3334.0,7370.0,69.0,2243.0,13.0,139.0,9461.0,33.0,6334.0,5.33,44.0
Mar 2014,12058.0,4335.0,7723.0,64.0,2182.0,2.0,151.0,9753.0,34.0,6371.0,5.36,53.0
Mar 2015,12356.0,4591.0,7765.0,63.0,2155.0,0.0,173.0,9747.0,34.0,6351.0,5.34,53.0
Mar 2016,6456.0,3771.0,2685.0,42.0,1682.0,66.0,218.0,4084.0,34.0,2544.0,2.14,171.0
Mar 2017,8828.0,5233.0,3595.0,41.0,910.0,21.0,197.0,4287.0,40.0,2543.0,2.68,64.0
Mar 2018,11615.0,5812.0,5803.0,50.0,667.0,37.0,257.0,6176.0,38.0,3808.0,4.01,36.0
Mar 2019,12153.0,5228.0,6925.0,57.0,588.0,40.0,279.0,7194.0,36.0,4617.0,5.03,37.0
Mar 2020,11699.0,5697.0,6002.0,51.0,417.0,10.0,295.0,6114.0,41.0,3573.0,3.89,45.0
Mar 2021,15370.0,6580.0,8790.0,57.0,351.0,17.0,229.0,8896.0,30.0,6277.0,7.14,36.0
Mar 2022,25965.0,13338.0,12626.0,49.0,716.0,39.0,288.0,13016.0,27.0,9429.0,10.72,46.0
Mar 2023,17667.0,11613.0,6054.0,34.0,2004.0,75.0,336.0,7646.0,28.0,5601.0,6.37,35.0
Mar 2024,21308.0,14014.0,7294.0,34.0,1087.0,78.0,351.0,7952.0,30.0,5575.0,6.34,38.0
TTM,23390.0,15191.0,8199.0,35.0,1489.0,134.0,390.0,9164.0,,6464.0,7.37,
