index,0,1,2,3,4,5,6,7,8,9,10,11
Unnamed 0,Sales,Expenses,Operating Profit,OPM,Other Income,Interest,Depreciation,Profit before tax,Tax,Net Profit,EPS in Rs,Dividend Payout
Mar 2014,70608.0,52842.0,17766.0,25.0,7169.0,59.0,1996.0,22880.0,34.0,15112.0,23.92,121.0
Mar 2015,74120.0,56777.0,17343.0,23.0,6570.0,9.0,2320.0,21584.0,36.0,13727.0,21.73,95.0
Mar 2016,77861.0,59147.0,18714.0,24.0,5939.0,388.0,2826.0,21440.0,33.0,14267.0,22.59,121.0
Mar 2017,78164.0,65716.0,12448.0,16.0,5316.0,410.0,2907.0,14446.0,36.0,9280.0,14.95,133.0
Mar 2018,85244.0,75956.0,9288.0,11.0,4975.0,430.0,3063.0,10770.0,35.0,7038.0,11.34,146.0
Mar 2019,99586.0,74579.0,25007.0,25.0,5834.0,264.0,3450.0,27127.0,36.0,17464.0,28.34,46.0
Mar 2020,96080.0,74500.0,21581.0,22.0,6444.0,503.0,3451.0,24071.0,31.0,16700.0,27.12,44.0
Mar 2021,90026.0,71398.0,18628.0,21.0,3742.0,642.0,3718.0,18009.0,29.0,12702.0,20.61,78.0
Mar 2022,109715.0,84995.0,24721.0,23.0,3866.0,541.0,4429.0,23616.0,26.0,17378.0,28.17,60.0
Mar 2023,138252.0,94020.0,44232.0,32.0,6560.0,684.0,6833.0,43275.0,27.0,31723.0,51.54,47.0
Mar 2024,142324.0,94352.0,47971.0,34.0,8396.0,819.0,6735.0,48813.0,23.0,37369.0,60.69,42.0
Mar 2025,143369.0,96306.0,47063.0,33.0,9932.0,884.0,9145.0,46966.0,25.0,35302.0,57.37,46.0
