index,0,1,2,3,4,5,6,7,8,9,10,11
Unnamed 0,Sales,Expenses,Operating Profit,OPM,Other Income,Interest,Depreciation,Profit before tax,Tax,Net Profit,EPS in Rs,Dividend Payout
Mar 2014,148614.0,132430.0,16184.0,11.0,716.0,4337.0,5841.0,6722.0,45.0,3665.0,3.19,27.0
Mar 2015,139504.0,136095.0,3409.0,2.0,5994.0,4848.0,5944.0,-1388.0,185.0,-3939.0,-3.48,-20.0
Mar 2016,101965.0,102590.0,-625.0,-1.0,10346.0,4221.0,5306.0,193.0,358.0,-497.0,-0.34,-203.0
Mar 2017,112299.0,99156.0,13144.0,12.0,-3789.0,5072.0,5673.0,-1391.0,200.0,-4169.0,-3.76,-23.0
Mar 2018,123249.0,101816.0,21433.0,17.0,10898.0,5455.0,5742.0,21135.0,16.0,17743.0,11.93,9.0
Mar 2019,157669.0,128351.0,29318.0,19.0,1524.0,7660.0,7342.0,15841.0,42.0,9122.0,9.07,15.0
Mar 2020,139817.0,122354.0,17463.0,12.0,-2884.0,7533.0,8441.0,-1395.0,-184.0,1174.0,1.38,74.0
Mar 2021,156294.0,125790.0,30504.0,20.0,180.0,7607.0,9234.0,13844.0,41.0,8190.0,6.26,40.0
Mar 2022,243959.0,180469.0,63490.0,26.0,1300.0,5462.0,9101.0,50227.0,17.0,41749.0,32.88,16.0
Mar 2023,243353.0,211053.0,32300.0,13.0,1569.0,6299.0,9335.0,18235.0,56.0,8075.0,7.17,50.0
Mar 2024,229171.0,206923.0,22248.0,10.0,-6005.0,7508.0,9882.0,-1147.0,328.0,-4910.0,-3.55,-101.0
Mar 2025,218543.0,193244.0,25298.0,12.0,877.0,7341.0,10421.0,8413.0,62.0,3174.0,2.74,131.0
