index,0,1,2,3,4,5,6,7,8,9,10,11
Unnamed 0,Sales,Expenses,Operating Profit,OPM,Other Income,Interest,Depreciation,Profit before tax,Tax,Net Profit,EPS in Rs,Dividend Payout
Mar 2014,4920.0,3773.0,1147.0,23.0,217.0,31.0,130.0,1204.0,17.0,996.0,308.96,55.0
Mar 2015,4978.0,3973.0,1005.0,20.0,99.0,10.0,158.0,936.0,18.0,769.0,238.3,63.0
Mar 2016,5846.0,4819.0,1028.0,18.0,187.0,6.0,174.0,1035.0,19.0,836.0,49.25,72.0
Mar 2017,6501.0,5271.0,1230.0,19.0,187.0,3.0,178.0,1236.0,21.0,971.0,56.91,29.0
Mar 2018,7306.0,6119.0,1187.0,16.0,426.0,16.0,156.0,1442.0,23.0,1112.0,64.65,33.0
Mar 2019,9446.0,7562.0,1883.0,20.0,302.0,11.0,147.0,2028.0,25.0,1516.0,87.37,32.0
Mar 2020,10879.0,8849.0,2029.0,19.0,329.0,83.0,273.0,2003.0,24.0,1520.0,87.3,32.0
Mar 2021,12370.0,9645.0,2725.0,22.0,274.0,79.0,332.0,2588.0,25.0,1938.0,110.79,36.0
Mar 2022,26109.0,20860.0,5249.0,20.0,766.0,123.0,597.0,5294.0,25.0,3950.0,225.27,41.0
Mar 2023,33183.0,27075.0,6108.0,18.0,557.0,150.0,723.0,5792.0,24.0,4410.0,149.02,40.0
Mar 2024,35517.0,29130.0,6387.0,18.0,702.0,222.0,819.0,6049.0,24.0,4585.0,154.72,42.0
Mar 2025,38008.0,31513.0,6495.0,17.0,990.0,279.0,992.0,6214.0,26.0,4602.0,155.21,42.0
