index,0,1,2,3,4,5,6,7,8,9,10,11
Unnamed 0,Sales,Expenses,Operating Profit,OPM,Other Income,Interest,Depreciation,Profit before tax,Tax,Net Profit,EPS in Rs,Dividend Payout
Mar 2014,488345.0,471123.0,17222.0,4.0,5064.0,5948.0,6360.0,9978.0,30.0,6967.0,4.86,30.0
Mar 2015,449507.0,438932.0,10575.0,2.0,5860.0,4201.0,5219.0,7014.0,31.0,4872.0,3.37,33.0
Mar 2016,346045.0,324007.0,22038.0,6.0,5219.0,3487.0,5698.0,18072.0,31.0,12413.0,8.25,28.0
Mar 2017,355379.0,321230.0,34149.0,10.0,4356.0,3743.0,6806.0,27956.0,27.0,20385.0,13.63,45.0
Mar 2018,421492.0,379834.0,41658.0,10.0,4331.0,3875.0,7664.0,34450.0,34.0,22626.0,15.23,90.0
Mar 2019,528158.0,492896.0,35262.0,7.0,4097.0,4925.0,8506.0,25927.0,33.0,17274.0,12.31,49.0
Mar 2020,483763.0,467710.0,16053.0,3.0,-7165.0,5792.0,10273.0,-7177.0,-74.0,-1876.0,-0.63,-437.0
Mar 2021,363950.0,324021.0,39929.0,11.0,4696.0,2933.0,10941.0,30751.0,29.0,21762.0,15.32,51.0
Mar 2022,589321.0,541563.0,47758.0,8.0,4332.0,5454.0,12348.0,34289.0,25.0,25727.0,17.78,46.0
Mar 2023,841756.0,811073.0,30683.0,4.0,5124.0,7588.0,13181.0,15038.0,22.0,11704.0,6.93,42.0
Mar 2024,776352.0,700706.0,75646.0,10.0,5389.0,7881.0,15866.0,57288.0,25.0,43161.0,29.55,40.0
Mar 2025,758106.0,722115.0,35991.0,5.0,7112.0,9262.0,16777.0,17063.0,19.0,13789.0,9.63,31.0
